sentiment;text
anger;O apelido do meu irmão era diferente do nosso. Ele sorria muitas vezes em casa e provocava outros pelo prazer de o fazer. Isto deixou-me furioso.
anger;Alguém que ia em excesso de velocidade foi forçado a abrandar quando eu saí para a estrada e abusou de mim nos semáforos seguintes.
anger;Mais recentemente, quando o presidente da New Zeeland Rugby Union anunciou que os All Blacks iriam aceitar o convite de uma África do Sul para jogar rugby naquele país.
anger;Achei-o um bom amigo, mas ele tentou mentir-me várias vezes. uma última vez foi o cúmulo da impudência. Ele prometeu que viria para casa, mas não o fez. Senti uma sensação de raiva e insulto.
anger;Um amigo visitou e fez comentários que a minha casa/jardim não estava tão arrumada/arrumada como no passado. Já não a via há um ano - Ela insinuou que eu tinha ido para a alcateia (só tinha trabalhado a tempo inteiro, e feito 3 exames universitários em part-time).
anger;Sempre que me coloco no lugar do outro e tento fazer a pessoa feliz, confortá-lo ou fazer amigos e sou mal compreendido e rejeitado, especialmente quando esta pessoa é um membro da família ou um amigo.
anger;Quando vi que a minha cama no albergue estava uma confusão, adivinhei que alguém tinha usado as minhas necessidades diárias. Senti que a minha sanidade tinha sido afectada.
anger;O senhorio tinha seleccionado um novo hóspede por conta própria, enquanto nós fazíamos isso não era o que ela tinha feito, mas como ela o fazia que me irritava.
anger;O meu namorado prometeu levar-me a ver um jogo de ténis e telefonou-me a dizer que em vez disso ia ao bar com alguns dos seus amigos.
anger;Durante um jogo de futebol, a outra equipa foi mal-educada e magoaram-me a mim e aos membros da minha equipa. O treinador foi preconceituoso contra nós e castigou-nos de forma irrazoável. Mais tarde lutámos uns com os outros e um jogo teve de ser encurtado.
anger;Tinha um encontro com a minha namorada, mas a hora e o lugar não tinham sido fixados. Pedi-lhe para me telefonar uma hora mais tarde, pois era meia-noite e não queria perturbar a sua família. Esperei várias horas pela sua chamada, mas ela não me telefonou nessa noite.
anger;A minha namorada pratica e por isso deixa-me sozinho à noite e ao fim-de-semana. Além disso, ela está muito ocupada a fazer várias coisas. Por isso, não nos vemos frequentemente.
anger;Um homem manteve um lugar ocupado colocando o seu casaco após algum tempo em que a cadeira ainda estava vazia, perguntei-lhe se podia usar a cadeira, mas ele não concordou que a cadeira era para o seu casaco.
anger;O ano passado tive um amigo que me visitou durante vários dias. A única coisa que ele fez foi dormir, beber, tomar comprimidos e pensar apenas em si próprio.
anger;Na escola, por não nos permitir sair na véspera de Ano Novo, quando numa viagem de turma ao estrangeiro.
anger;O meu pai prometeu-me uma bicicleta para o meu aniversário. Pouco antes do meu aniversário, ele esqueceu-se que me tinha prometido isto.
anger;Um incómodo costumava viver no nosso apartamento há um mês atrás. Tive esta sensação quando a tentei expulsar.
anger;Visitei uma escola de educação especial. O director aplicou uma política de reforço estritamente positiva-negativa às crianças envolvidas. As crianças que se mediam à altura dos seus padrões eram alvo de um alvoroço - crianças que não eram ignoradas.
anger;Emprestei um livro escolar a uma pessoa que não conhecia muito bem, eles perderam o livro escolar e não me deram qualquer compensação.
anger;A uma atitude imerecida para com um homem, quando uma personalidade humana não é tratada decentemente.
anger;Chegar a casa após um longo e cansativo dia de trabalho para não encontrar um jantar preparado como eu esperava.
anger;Quando a minha mãe rejeitou o meu namorado e fez juízos injustos a seu respeito.
anger;O meu colega de turma pediu-me sempre as minhas notas emprestadas e não as devolvia a tempo. Quando eu tinha um teste, ela era egoísta e irresponsável e assim atrasava os meus estudos.
anger;Há dois anos, alguém me convidou para ser o tutor da sua neta. A neta fez-me algumas perguntas sobre matemática e eu ensinei-lhe matemática. No entanto, ela não me ouviu e isto fez-me sentir infeliz. No segundo ano foi a mesma coisa. Quando entrei na universidade, os pais da menina sugeriram-me que eu fosse empregada como tutora da filha deles. Disseram-me que na universidade não havia trabalhos de casa e que eu teria muito tempo, pelo que fizeram um horário para mim que exigia que eu fosse a tutora cinco dias por semana. Eles não me respeitavam e de qualquer forma eu tinha outro filho para ensinar.
anger;A minha irmã e eu estávamos a lutar como de costume. Ela é mais velha do que eu, maior construída e mais forte que eu não conseguia vencer numa batalha física e numa batalha verbal, parecia que não conseguia chegar até ela para a magoar.
anger;No trabalho a ser deslocado para outra área.
anger;Quando entrei no autocarro, descobri que a minha carteira tinha sido roubada. Não foi uma grande perda do ponto de vista monetário, mas perdi alguns documentos - documentos de identidade. Como resultado, tive de passar vários dias a receber um novo. Lembrar-me-ei sempre de todo o trabalho que tive de fazer e do mau tratamento que sofri por causa do comportamento burocrático do funcionário público. Eu já tinha tido azar e eles trataram-me como um criminoso.  A dada altura, eu queria discutir com eles.
anger;Quando, já tarde da noite, descobri que tinham roubado a minha bicicleta.
anger;Fui negligenciado imerecidamente.
anger;Quando alguém me acusa sem razão e não está disposto a ouvir-me.
anger;A minha namorada não gostou quando joguei mahjong (um jogo de jogo). um lamento e quando fui vê-la, ela negligenciou a minha existência. Fiquei muito zangado e desiludido.
anger;Em Setembro de 1984, fui forçado a viver com alguém de quem não gostava. Na primeira semana em que estivemos em loggerheads e a nossa conversa foi como um debate. O ambiente era muito mau. Quando soube que eu tinha obtido 95 marcos num teste, disse-me Um falhanço, Perdeste 5 marcos.  Fiquei muito zangado, não porque as minhas notas fossem inferiores às dele, mas porque não podia tolerar o seu orgulho. Não mostrei o meu descontentamento e continuei a fazer o meu trabalho.
anger;Quando um amigo que me vem visitar inesperadamente pede um café a e eu recuso-me a dar-lhe isto.
anger;Quando um professor fingindo ser um professor altamente culto e um homem, esbofeteou um colega meu na cara de forma imerecida.
anger;Quando encontrei não só a falta de compreensão do meu pai, mas também a sua relutância em compreender-me como pai, no que diz respeito a coisas para as quais eu (não ele) tenho provado ser um direito.
anger;Um amigo meu prometeu vir comigo ao cinema, mas não veio.
anger;O Sr. C pegou nas minhas canetas de desenho, sem ter pedido a minha autorização, e perdeu-as. Não me falou até eu lhe ter pedido e depois não tentou encontrá-las.
anger;Os senhorios afixam as rendas de forma sorrateira e esbelta.
anger;Voltei do surf para encontrar um carro arrombado e equipamento e dinheiro roubado.
anger;O meu melhor amigo na escola contou mentiras sobre mim a um rapaz que eu andava a ver e saiu com ele pessoalmente.
anger;Fiquei zangado quando soube o pouco tempo que tínhamos para nos prepararmos para os exames do período.
anger;A minha raiva está com os homens, e a sua incapacidade de serem humanos (nem todos os homens).
anger;Um dia, quando eu era criança, a minha avó calou-me num quarto.
anger;A ruptura de uma relação. Depois do evento, fiquei chateado/sadio e zangado, talvez 2/3 semanas depois.
anger;Alguém que sempre cuidava da chave do pavilhão desportivo permaneceu afastado sem nos avisar. Da próxima vez, ele fez como se nada tivesse acontecido.
anger;Quando o meu marido fica até tarde numa reunião e eu tenho de ficar sozinha.
anger;Cozinhei o motor no carro do meu pai - a culpa foi dele porque não tinha arranjado o indicador de temperatura ou não me tinha dito. quando finalmente cheguei a casa, gritei e a raiva que senti foi por causa da injustiça de tudo isto mais a enorme fila que se desenvolveu.
anger;Uma colega de turma feminina chegava sempre atrasada às reuniões que eram para trabalhos de casa e não para reuniões sociais. Estávamos muito ocupados e um prazo estava próximo, mas tínhamos de perder meia hora ou uma hora à espera dela, pois não podíamos fazer mais nada nessa altura.
anger;Como sou o capitão de uma equipa de basquetebol, normalmente organizo um sistema de escalas para que todos na equipa possam ter a vez de cumprir um dever ou um árbitro. Muitas vezes as raparigas não podem ser incomodadas ou simplesmente esquecer - normalmente tenho de preencher.
anger;A minha namorada íntima disse-me que o seu pai se opunha à nossa relação e tinha insultado a minha integridade.
anger;Alguém da minha família (o meu irmão de quem suspeitava) comeu um pãozinho que eu tinha feito para mim. Foi durante uma longa chamada telefónica depois de eu o ter acabado de fazer e o ter colocado na gaveta do aquecimento do forno.
anger;Sinto raiva da indiferença das pessoas perante a nossa capacidade de estarmos presentes num evento e de nos mantermos parciais em relação ao que acontece.
anger;Senti-o quando uma rapariga que me era querida mentiu-me na cara. Fiquei irritado com o facto de ela saber que eu não acreditava nela, mas ela continuava a dizer mentiras.
anger;Na discussão com um desconhecido, na rua.
anger;Sou professor de artes e ofícios (rapazes de 15-16 anos). para eles é obrigatório e eles não gostam. Eles provocam-me. Quando um deles corta algum material, eu queimo-o.
anger;Antes da reunião do departamento, o meu amigo comeu um prato que eu tinha preparado para esta reunião.
anger;O meu colega de turma riu-se de mim quando eu estava a ser repreendido pelo professor.
anger;Sou um dos quatro directores de uma empresa. Herdámos terras detidas pela nossa família - a nossa é a 5ª geração. Foi tomada uma decisão democrática de deixar de bancar uma área de mangues.
anger;Quando em muito pouco tempo concordei em trabalhar no lugar de um amigo que estava doente, e o dono do restaurante recusou-se a permitir-me uma bebida mais tarde à noite (que normalmente está sempre disponível para os trabalhadores), não me agradeceu, e foi geralmente indiferente para comigo - senti que não merecia isto.
anger;A minha colega de classe usou os seus parentes para conseguir um lugar para um assunto que eu também queria. Tinha-me esforçado para o ajudar a candidatar-se e não fui seleccionado. Não gostei disto porque ele não me tinha contado os factos mais cedo, não precisava de me ter mentido.
anger;Encontrei uma rapariga na paragem de autocarro da escola, tinha-a visto várias amigas, pois era amiga de uma amiga. Contudo, a minha amiga nunca me tinha apresentado e quando ela saiu do autocarro sorri para ela, mas ela não respondeu fingindo não me ter visto. O seu comportamento arrogante deixou-me doente e zangado.
anger;Quando o meu namorado não quis dançar comigo na minha noite de formatura porque pensou que eu podia dançar com os meus amigos amigáveis.
anger;Sempre que o meu pai fuma, o cheiro faz-me sentir muito desconfortável. Ele nunca ouve as minhas queixas e eu amaldiçoo-o furiosamente na minha mente. Não posso resolver este problema com violência por causa dos valores morais tradicionais. 
anger;Quando a mãe do meu actual namorado se aproximou dos meus pais e de mim - a para deixar o seu filho em paz - como ela não me queria para uma futura nora.
anger;Sofria de uma doença ginecológica. Fiquei bastante descontente ao saber que os meus colegas de quarto tinham falado sobre o assunto e tinham apresentado a verdade de forma deturpada. Senti-me profundamente magoado quando soube que tinha sido feito por um bom conhecido meu.
anger;Um dia, atirei a minha camisa favorita ao sol e estava a colocá-la de novo no guarda-roupa quando o meu irmão mais novo ma arrancou e a vestiu. Ele não tinha tomado banho e estava muito sujo. Eu repreendi-o, mas ele respondeu e trancou-se num quarto. Eu estava muito zangado e comecei a dar pontapés à porta e a abusar dele em voz alta e livremente.
anger;Quando a equipa de futebol do Real Madrid perdeu contra o inter na taça U.E.F.A.
anger;Parei numa loja de comida rápida com amigos e alguns habitantes locais queriam lutar connosco sem razão aparente. Bateram e pegaram num dos meus amigos.
anger;O irmão da minha avó tinha tomado parte activa no movimento de resistência. Ele tinha estado na prisão muitas vezes e lá perdeu a saúde. Tornou-se um inválido. Quando telefonámos aos Primeiros Socorros, a enfermeira de serviço comportou-se de forma bastante indelicada quando compreendeu a idade dele (79).
anger;Como na tristeza (A), relacionada com este abate de focas de peles.
anger;Vivíamos com 3 pessoas no sótão de uma casa. Ocorreu frequentemente que outras pessoas, uma e outra vez, subiram as escadas com tal barulho. Quando estava a estudar, não conseguia concentrar-me e zanguei-me.
anger;Tínhamos um tempo fixo para praticar, pois tínhamos de participar no concurso de canções interdepartamentais. Cheguei e descobri que não estava lá ninguém. Quando fui à cantina, encontrei-os a almoçar. Fiquei tão zangado que transmiti as minhas queixas a um deles e depois parti.
anger;(1) O meu pai morreu. (2) O meu pai natural contactou-me um ano após a morte do meu pai e isto enfureceu-me mais porque eu pensava que ele devia estar morto e não o meu pai.
anger;Fui confrontada com esta sensação no Instituto muito recentemente, o professor de pedologia foi a causa.
anger;Uma discussão entre amigos em que as minhas opiniões sobre a forma de passar o tempo livre foram desaprovadas.
anger;Tive um amigo muito bom na escola secundária. No ano após a nossa formatura preparei-me para celebrar o seu aniversário e cancelei todos os meus compromissos. Reuni-me com os outros amigos e estávamos prontos para lhe dar o dia inteiro. No entanto, esta amiga desapareceu no seu aniversário. Quando telefonei a outra amiga descobri que ela estava ocupada, não lhe liguei mais.
anger;Um chefe foi punido injustamente numa brigada de Outono e o culpado manteve-se em silêncio. Pisei na frente e disse a verdade. O chefe culpado chamou-me após a chamada e ameaçou-me.
anger;Quando alguém ignora o que estou a dizer ou não me deixa ter o meu ponto de vista e monopoliza uma conversa.
anger;A minha irmã pediu-me emprestados alguns discos LP para uma festa. Ela tinha-os deixado no carro em Curaçao. Devido ao calor, estavam tortos, por isso não pude tocá-los novamente.
anger;Alguma coisa foi roubada.
anger;O meu amigo pregou-me muitas vezes uma partida e por vezes pensava que ele era uma pessoa disparatada. Uma vez, quando fomos a casa de um amigo, ele entrou primeiro e fechou a porta firmemente atrás dele. Eu sentia que ele não me respeitava e eu era seu amigo, por isso ele não devia ter-se comportado assim. Eu estava muito zangado (como se estivesse de mau humor na altura).
anger;O meu irmão mais velho critica frequentemente a cozinha da minha mãe. Uma vez ele fê-lo de forma muito indelicada e perdeu a calma. Isto deixou-nos a todos muito tristes. Eu estava muito zangado e repreendi-o. Ele pediu-me para não interferir com o que era negócio.
anger;Se me obrigam a comer algo de que não gosto. Por exemplo, os meus pais sempre a tagarelar e a choramingar, quando eu não como toda a comida.
anger;Quando um homem, um estranho para mim, insultou pessoalmente em público uma mulher próxima, minha amiga.
anger;Quando, numa viagem de carro, um colega de escola cruzou o nosso caminho com o seu carro e tivemos de esbarrar com um porta-bagagens à beira da estrada.
anger;Quando alguém quer fazer-me sentir culpado. Por exemplo, eu devia fazer algo pela minha mãe, mas as coisas não correram como ela esperava. a Então ela ameaça: Eu próprio o farei.
anger;Trabalho para um diário. Uma vez que o layout não deu em nada, devido à falta de consideração de alguns colegas.
anger;Com a rapariga que eu possa ser verdadeiramente amada. Quando ela se recusou a vir comigo a uma ocasião (ela era de outra cidade).
anger;Quando a minha namorada de dois anos me disse que estava tudo acabado.
anger;Recebi injustamente uma nota baixa num exame e não consegui ganhar uma bolsa, uma vez que não tenho muita confiança em mim próprio num exame.
anger;Tive de desatarraxar algo no meu carro. Não tive sucesso após duas tardes de tentativas. Um sentimento de raiva construiu-se sozinho.
anger;Deliberadamente provocados por alguém próximo. Indignados com a deliberação, não com a provocação.
anger;Alguém espalhou rumores sobre mim.
anger;No dia em que os resultados da universidade chinesa foram anunciados, eu deveria ter ficado muito feliz, no entanto, a minha avó, devido ao seu preconceito e mal-entendido, começou uma discussão com a minha mãe. Ela esperava que eu tomasse o seu partido e falou deliberadamente dos erros da minha mãe. Eu estava muito zangado porque - um a minha avó não estava a ser razoável e dois porque deveria ter sido um dia feliz e três porque tínhamos mudado para uma nova casa nesse dia.
anger;Uma discussão com a minha mãe porque eu achava que ela dizia coisas muito pouco razoáveis a meu respeito, bateu-me com força.
anger;Dei um tutorial a um aluno e descobri que ele era preguiçoso, não prestava atenção ao que eu ensinava. Fez algumas perguntas fáceis e um erro deliberadamente.
anger;Um dia, discuti uma questão muito importante com A. A. A. Um repentino declarou que não aceitaria a minha posição e um pensamento de que estava certo. Além disso, ele atacou fortemente, não a minha opinião mas a minha pessoalmente.
anger;Quando sou obrigado a fazer coisas em que não vejo sentido e perco o meu tempo. Há algum tempo atrás tive de participar numa investigação sociológica e depois fiquei realmente zangado.
anger;Senti raiva quando chumbei num exame sobre o qual sabia bastantes coisas e não merecia ser depenado.
anger;Trabalhei com vários colegas de turma num projecto. Eu estava muito ansioso pelo projecto enquanto os meus parceiros não mostravam qualquer preocupação e quando tivemos reuniões sobre o projecto os meus colegas não prestaram qualquer atenção. Alguns deles leram livros enquanto outros discutiram sobre questões irrelevantes. A reunião prolongar-se-ia por duas horas sem que o tema principal fosse discutido. Perdemos tempo e não conseguimos chegar a um compromisso. Os meus colegas de turma evitaram fazer o trabalho e as responsabilidades, pareciam valorizar mais outros projectos do que este.
anger;Fui redigido com uma declaração por infracção ao código da estrada. De facto, eu estava inocente.
anger;Quando o treinador da nossa equipa me degradou para a segunda equipa.
anger;Quando eu estava a estudar na biblioteca - preparando-me para um teste, duas pessoas sentadas ao meu lado conversaram durante 20 minutos. a Não havia outros lugares, por isso não podia ir a outro lugar e não queria interrompê-los, por isso só podia estar zangado no meu coração.
anger;A preguiça da esposa em não desempenhar as suas funções habituais por causa de ver televisão.
anger;Quando um amigo íntimo não correspondeu às expectativas que eu tinha dele - causando assim dor ao seu cônjuge. Acredito que a minha raiva foi provavelmente uma reacção ao medo de não poder estar à altura das minhas expectativas.
anger;Quando o meu marido foi apanhado no nosso novo carro por conduzir embriagado. a Tínhamos feito um pacto de que o outro não beberia e por isso seria o condutor da noite, etc. Eu não estava presente na altura.
anger;Quando a minha mãe contou coisas à minha irmã, eu contei à minha mãe em confidência.
anger;Quando a minha colega de apartamento me pôs no chão porque pensava que era melhor do que eu, ou porque sentia que era.
anger;Um deslize honesto da parte de uma namorada minha. Terrivelmente cruzado comecei a partir coisas e a rasgar livros.
anger;Quando o meu pai me tirou os meus queridos diários para os queimar (eu também estava muito triste) Oh, como eu o odiava.
anger;Foi necessário organizar um concurso em ligação com uma celebração. Todos deveriam estar presentes nesse evento. Acontece que não havia público porque todos tinham fingido ser muito inteligentes e ninguém tinha vindo. Fiquei furioso.
anger;Quando andava de bicicleta, uma carrinha de correio começou a seguir-me de muito perto a - acelerei e mudei-me e ele simplesmente fez o mesmo. Eu reagi violentamente, respondendo fisicamente à situação perigosa.
anger;Alguém pregou-me uma partida.
anger;Eu vivo sozinho e há algumas semanas foi acordado por um homem no fim da minha cama a subir na minha cama para mim. Eu estava realmente zangado e disse-lhe para sair. Ele ficou surpreendido e hesitou, eu comecei a aproximar-me dele e ele recuou - continuou a dizer-lhe - alto, mas firmemente para ir. Porque eu tinha tido a iniciativa, fui bem sucedido. Uma mensagem muito poderosa.
anger;Quando durante uma noite social com o meu pai, irmão, irmã, um amigo íntimo e a segunda mulher do meu pai - tive uma discussão com o meu pai, que abusava do meu amigo que me defendia.
anger;Fico sempre zangado quando alguém me engana ou tenta esconder habilmente a sua mentira e isto ofende-me ainda mais.
anger;Na semana passada tinha planeado jogar ténis e reservei um campo de ténis.  No entanto, quando cheguei ao ginásio da universidade, o funcionário disse-me que o campo estava a ser utilizado para aulas.
anger;Quando os meus amigos saíram sem esperar por mim, depois de termos combinado sair juntos.
anger;Uma vez o meu pai esbofeteou a minha mãe por uma pequena discussão.
anger;Convidei dois amigos. Devíamos sair juntos. Aquelas duas raparigas estavam sempre a falar de rapazes, a conversar, etc. Fiquei farta disso.
anger;O meu amigo chamava-me, semipreocupadamente, um mau apelido. Senti-me insultado e dei-lhe um pontapé na anca com raiva. Fiquei estável mais tarde e não me senti zangado com ele. Tive medo que os outros amigos que estavam connosco pensassem que eu era uma pessoa intolerante. Contudo, não podia pedir desculpa, por isso fingi que nada tinha acontecido e sorri quando parti. O meu amigo não disse nada, mas apenas me viu partir.
anger;Em discussões com um amigo ou parente próximo, em que o meu ponto de vista é completamente ignorado.
anger;Tive um encontro com alguém a uma certa hora. A outra pessoa não apareceu.
anger;Uma vez a minha irmã roubou o dinheiro da minha mãe e deixou-a muito zangada. Depois disto, a minha mãe batia-lhe por razões pouco razoáveis. Um dia, a minha irmã emprestou o seu livro a uma amiga sem me dizer a mãe sobre isso. Quando a minha mãe soube disto, espancou-a e até a ameaçou com uma tesoura. 
anger;Que uma amiga tivesse sido espancada e esfaqueada muitas vezes e que uma pessoa que o tivesse feito escapasse sem qualquer punição da lei.
anger;Quando o meu amigo do peito tentou mentir-me.
anger;Fiquei zangado com um estranho num comboio que se comportava de forma impertinente e imoral.
anger;Eu estava a dormir bem até ao meio da noite, quando acordei porque um amigo me chamou por alguma (na minha opinião) razão disparatada.
anger;Esta situação continua a ocorrer - quando a minha irmã mais nova discorda de mim ou vice-versa. Temos temperamentos muito semelhantes e acabo sempre por sentir raiva dela e de mim próprio por lutar tanto por assuntos triviais sem importância.
anger;O meu irmão interrompeu continuamente enquanto eu estava a falar ao telefone.
anger;Os meus pais não me permitiram ir a uma função social que todos os meus amigos frequentavam.
anger;Fico zangado quando o meu irmão mais pequeno se comporta mal e fala com palavras indecentes.
anger;Antes do exame de certificação, eu era muito pobre em Biologia (o pior resultado da minha turma). Desde F.5, tinha vindo a ficar cada vez mais pobre. Tinha dado o meu melhor e tinha passado a maior parte do meu tempo a estudar esta disciplina. Finalmente, os meus resultados foram tão maus que pensei que não era justo.
anger;O meu parceiro sem discutir comigo a situação decidiu que era altura de fazermos uma pausa e foi em frente e organizou a sua própria vida para os próximos 6-12 meses, e depois disse-me que na véspera do acontecimento tinha sido tolerante e amigável durante a semana anterior.
anger;Senti raiva no meu último exame, senti raiva do nosso professor, a porque ele não me avaliou objectivamente e eu chumbei.
anger;Numa discussão, a líder quis parar porque era de opinião que não estávamos envolvidos e julgou mal as nossas reacções como negativas. Contudo, apenas colocámos várias questões que ela não conseguiu responder.
anger;Há um rapaz louco na nossa aldeia. Este rapaz bateu-me com uma pata na cara.
anger;Quando arranjei as nossas férias em Paris, a minha namorada levantou críticas a toda a hora.
anger;Um dia cheguei a casa e descobri que a minha irmã tinha pedido o meu carro emprestado e tinha tido um acidente com ele. Todo o meu pára-choques dianteiro foi destruído.
anger;Fiquei zangado quando alguém roubou uma revista que eu tinha pedido emprestada a outro amigo e a trancou numa gaveta.
anger;Um amigo não me deixa estudar quando eu quero. Ela não sente que eu precise de estudar e não compreende a importância de estudar para mim. Eu fico muito zangado com ela.
anger;Fui chamado de calúnias raciais nas minhas costas.
anger;Durante uma dança, alguém cortou-me os pneus e atirou tinta para o meu carro. Tinha mais quatro amigos comigo que eu conduzia e estava a chover.
anger;Actualmente estou a tomar CS 50P. Tive de terminar algumas tarefas, mas fui impedido porque não consegui obter uma pontuação de passagem no meu programa.
anger;Fiquei zangada quando os meus amigos disseram que eu não devia receber um livro de Enfermagem porque havia um rumor de que eu pretendia deixar a faculdade.
anger;Apanhei um túmulo a espreitar à minha janela quando me estava a despir.
anger;Quando descobri que o meu primo tinha sido morto. Estava zangada com o mundo e com o seu assassino, que era o seu ex-namorado. Foi o pior e mais odioso dia da minha vida.
anger;Fiquei zangado quando alguém roubou o meu meio saiote.
anger;Fui ao Hospital Cowell e descobri tediosamente que tinha uma fractura por stress. A raiva veio quando os médicos senis descobriram 4 semanas depois que eu tinha 2 fracturas de stress num pé e que deveria ter tido muletas. Estava com dores distintas e mal conseguia andar para as aulas. Eles disseram que seria melhor em 2 semanas.
anger;Senti raiva do meu colega de quarto devido ao seu hábito de deixar pratos sujos no lava-loiça e geralmente não limpar depois de si próprio.
anger;Um amigo meu veio visitar-me e ficou comigo e com o meu colega de quarto. um amigo meu e eu tornámo-nos bons amigos. Depois de ela sair, ele não falava muito bem dela.
anger;Um alfaiate fugiu com a minha saia.
anger;A minha mãe e a minha irmã continuaram a implicar comigo durante todo o dia sem razão alguma e eu acabei por ficar zangado.
anger;Um pai a ajudar o seu filho a lutar contra outras crianças.
anger;Pessoas a terem um jogo de futebol fora da janela durante a palestra.
anger;Algum tempo atrás, outra rapariga que estava de acordo com o meu ex-namorado veio gritar comigo à meia-noite. Foi porque ela pensava que eu ainda estava interessado no rapaz.
anger;Ao ver este questionário mal feito.
anger;Tropeçou numa rua movimentada.
anger;Insultado pelo líder da turma.
anger;Fiquei furiosa quando o professor salientou na aula que eu era a rapariga mais calma da turma.
anger;Alguém a estragar a sala que partilhamos.
anger;Má comida no refeitório dos alunos.
anger;Alguém pediu emprestado o meu livro didáctico e deliberadamente não o devolveu.
anger;Fiquei zangada quando o meu namorado não apareceu como prometido.
anger;Quando o meu namorado me disse que seria difícil para ele casar comigo.
anger;Agora vivo com a minha irmã e às vezes ela enfurece-me especialmente quando pensa que não me mantenho suficientemente limpo.
anger;No último semestre, quando namorei com uma rapariga que conheço há quase um ano. Contudo, uma noite, ela disse que queria que fôssemos apenas amigos. Confiei isto a um amigo Jim que estava a sofrer. um ou dois meses mais tarde ele acabou com a sua antiga namorada e eles começaram a sair regularmente. Eu não tenho namorada nem tive uma relação romântica de qualquer significado. Sinto alguma raiva por voltarmos a ser amigos.
anger;Escrevi um Exame e por acaso não fiz tão bem como pensava que faria. Estava zangado comigo mesmo por não o ter feito tão bem.
anger;A minha colega de quarto deixou as minhas gavetas numa confusão, depois de as ter lavrado à procura de alguma coisa.
anger;Argumento com um colega de quarto por causa de uma fechadura que ele tinha colocado no armário da cozinha sem dizer a ninguém.
anger;Quando alguns amigos traíram a minha amizade.
anger;Quando um irmãozinho meu danificou uma cassete.
anger;Tinha estado à procura de alojamento para o Outono na UCB e finalmente foi-me oferecido um lugar - depois seguiu-se uma provação, primeiro aceitei e depois recusei - relacionado com o julgamento dos meus pais (eles estão a pagar por mim). Acontece que fiquei tão perturbado com o que o meu pai me disse que desliguei o telefone na cara dele. Ele voltou a ligar e ameaçou cortar-me financeira e emocionalmente.
anger;Comprei uma cama nova para a minha aptidão. e ela range quando se muda para ela. Tentei arranjá-la, mas não consegui.
anger;Enquanto eu estava fora durante o fim-de-semana, alguns amigos foram ao meu quarto e tocaram na minha aparelhagem muito cara sem me perguntarem a mim ou ao meu colega de quarto.
anger;Durante as férias de Natal, eu e o meu melhor amigo na Escola Secundária tínhamos planeado encontrar-nos numa tarde cultural no Hotel Mt. Soche, depois de nos termos desencontrado durante tanto tempo. Quando pedi permissão à minha mãe, ela disse-me para não ir sem uma boa razão. Senti-me muito zangado com ela.
anger;Quando um amigo íntimo não escreveu.
anger;Discuti fisicamente com a minha namorada porque ela tinha acabado de sair de uma sala dos meus amigos e tinha-me empurrado e amaldiçoado quando fui procurá-la.
anger;Não me consigo lembrar de estar verdadeiramente zangado. Normalmente, é apenas uma desilusão que sinto. Uma situação seria com o meu irmão. Ele e eu éramos próximos, mas agora ele parece estar a evitar-me.
anger;Um dia, estava zangada com a minha amiga que entrou na minha gaveta e pegou num pedaço de papel em que eu queria escrever uma carta e utilizou-o para os seus negócios sem o meu conhecimento.
anger;Há um mês atrás, quando um dos meus colegas de trabalho recebeu uma promoção sobre mim. Foi apenas uma pequena promoção, mas o reconhecimento estava envolvido.
anger;Uma altura em que, como parte do meu trabalho, fui enviado como voluntário para fazer um recado para alguém que não tinha autoridade para me enviar e o endereço estava muito longe, especialmente a pé e acabou por se revelar incorrecto também. Toda a viagem foi um desperdício.
anger;Quando a minha mãe me repreendeu por ter chegado tarde a casa, ou seja, depois das 19 horas.
anger;Após uma longa viagem na carrinha do meu pai sem incidentes, parei para encher o tanque de gasolina e amolguei o lado da carrinha contra o poste. Então o sistema eléctrico do meu carro não funcionava quando tentava conduzir para casa a partir de casa dele.
anger;Quando alguém contou um segredo, eu disse-lhes para não o contarem.
anger;Este Verão, entrei numa luta com um dos nossos patronos (num teatro). Ele bateu-me e eu bati nele e na sua amiga, ele bateu na minha amiga e batemos todos uns nos outros.
anger;Saí para dançar e encontrei o meu namorado a beijar outra rapariga.
anger;Quando danifiquei o meu relógio de pulso, do qual gostei muito.
anger;Tinha trabalhado longa e arduamente num projecto quando um amigo o destruiu inadvertidamente. Não lhe pude perdoar durante muito tempo. E, por vezes, ainda me irritava com ele.
anger;Os meus colegas não queriam que eu encontrasse alguém durante a pressa por medo que eu lhe desse uma má perspectiva sobre a nossa casa da irmandade. Eu não devia ter visto isto, mas eles explodiram e eu vi.
anger;Foi durante o início do período. Eu tinha K100 e guardei-o na minha mala. Deixei a mala no guarda-roupa mas não a fechei. Da próxima vez, descobri que o K30 tinha sido roubado.
anger;Quando as pessoas me diziam que a minha ex-namorada andava a brincar comigo.
anger;Quando a pessoa com quem estou a ter um caso não fala comigo em público.
anger;Quando descobri que o meu bom amigo e companheiro de quarto não pagava a conta do telefone e da electricidade como ele prometeu e me desapontou.
anger;Fui a uma feira onde um tipo que estava bêbado continuava a incomodar-me e, no final, fiquei muito zangado.
anger;Era suposto encontrar-me com a minha namorada num local pré-arranjado, mas demorei uma hora a encontrá-la.
anger;Quando alguém atirou uma bombinha para o meu quarto às 7:00 da manhã.
